Open, High, Low, Close, Time, Volume, PivotType, PivotPrice, ChannelLow, ChannelHigh, BreakoutSignal, TradeCapital
0.00029117,0.00029117,0.00028417,0.00028452,2024-02-20 01:00:00,2298,PivotUndefined,-1,-59242057.36931977,-143734167.00574148,SignalUndefined,100
0.00028451,0.0002884,0.00028312,0.00028602,2024-02-20 05:00:00,6546,PivotUndefined,-1,-59571181.390855074,-144532692.45102257,SignalUndefined,100
0.00028602,0.00029497,0.00027834,0.000293,2024-02-20 09:00:00,10723,Low,0.00027834,-59900305.41239038,-145331217.89630365,SignalUndefined,100
0.0002946,0.00030249,0.0002822,0.00028435,2024-02-20 13:00:00,12636,High,0.00030249,-60229429.433925696,-146129743.34158474,SignalUndefined,100
0.00028437,0.00028651,0.00027949,0.00028446,2024-02-20 17:00:00,4607,PivotUndefined,-1,-60558553.455461,-146928268.78686586,SignalUndefined,100
0.00028676,0.00029046,0.00028378,0.00028478,2024-02-20 21:00:00,6065,PivotUndefined,-1,-60887677.47699631,-147726794.23214695,SignalUndefined,100
0.00028367,0.00028446,0.00028052,0.00028319,2024-02-21 01:00:00,1034,PivotUndefined,-1,-61216801.49853162,-148525319.67742804,SignalUndefined,100
0.00028156,0.00028336,0.0002755,0.00027583,2024-02-21 05:00:00,6417,PivotUndefined,-1,-61545925.520066924,-149323845.12270913,SignalUndefined,100
0.00027583,0.00027779,0.0002735,0.0002735,2024-02-21 09:00:00,322,PivotUndefined,-1,-61875049.54160224,-150122370.5679902,SignalUndefined,100
0.00027596,0.00027597,0.00026323,0.00026892,2024-02-21 13:00:00,5701,PivotUndefined,-1,-62204173.563137546,-150920896.0132713,SignalUndefined,100
0.00026761,0.00026941,0.00026731,0.00026836,2024-02-21 17:00:00,1646,PivotUndefined,-1,-62533297.58467285,-151719421.4585524,SignalUndefined,100
0.00026622,0.00027157,0.00026301,0.00026763,2024-02-21 21:00:00,11187,PivotUndefined,-1,-62862421.60620816,-152517946.9038335,SignalUndefined,100
0.00026762,0.00026762,0.00026152,0.00026276,2024-02-22 01:00:00,1540,PivotUndefined,-1,-63191545.62774347,-153316472.3491146,SignalUndefined,100
0.00026348,0.00026523,0.00025623,0.00026523,2024-02-22 05:00:00,3800,Low,0.00025623,-63520669.64927878,-154114997.7943957,SignalUndefined,100
0.00026519,0.00027037,0.00026298,0.00026832,2024-02-22 09:00:00,6278,PivotUndefined,-1,-63849793.67081409,-154913523.23967677,SignalUndefined,100
0.0002703,0.00027134,0.0002613,0.00026551,2024-02-22 13:00:00,5843,PivotUndefined,-1,-64178917.6923494,-155712048.68495786,SignalUndefined,100
0.00026553,0.00027425,0.00026552,0.00027014,2024-02-22 17:00:00,3563,PivotUndefined,-1,-64508041.713884704,-156510574.13023895,SignalUndefined,100
0.00027043,0.00027429,0.00026943,0.00027429,2024-02-22 21:00:00,1517,High,0.00027429,-64837165.73542002,-157309099.57552004,SignalUndefined,100
0.00027022,0.00027394,0.00026163,0.00026163,2024-02-23 01:00:00,3569,PivotUndefined,-1,-65166289.756955326,-158107625.02080116,SignalUndefined,100
0.00026163,0.00026854,0.00026162,0.00026854,2024-02-23 05:00:00,2477,Low,0.00026162,-65495413.77849063,-158906150.46608225,SignalUndefined,100
